col0,col1,LocName,lon,lat,iConf,iLvl
セブンイレブン葛飾高砂2丁目店,東京都葛飾区高砂2ー18ー19,東京都/葛飾区/高砂/二丁目/１８番,139.86493,35.74957,5,7
ミニストップ高砂３丁目店,東京都葛飾区高砂3-12-1,東京都/葛飾区/高砂/三丁目/１２番,139.86855,35.7505,5,7
ファリコあきたや,東京都葛飾区高砂3-2-20,東京都/葛飾区/高砂/三丁目/２番,139.86729,35.74778,5,7
ローソン高砂四丁目店,東京都葛飾区高砂4-2-26,東京都/葛飾区/高砂/四丁目/２番,139.87379,35.74707,5,7
エーエムピーエム京成高砂駅店,東京都葛飾区高砂5-28-1,東京都/葛飾区/高砂/五丁目/２８番,139.86655,35.75093,5,7
セブンイレブン葛飾高砂駅前店,東京都葛飾区高砂5-42-2,東京都/葛飾区/高砂/五丁目/４２番,139.86839,35.75154,5,7
ファミリーマート高砂五丁目店,東京都葛飾区高砂5丁目37-9,東京都/葛飾区/高砂/五丁目/３７番,139.86836,35.75197,5,7
セブンイレブン葛飾高砂7丁目店,東京都葛飾区高砂7丁目20番16号,東京都/葛飾区/高砂/七丁目/２０番,139.86574,35.75526,5,7
サンクス葛飾細田店,東京都葛飾区細田1-16-9,東京都/葛飾区/細田/一丁目/１６番,139.87122,35.73997,5,7
セブンイレブン高砂店,東京都葛飾区細田4-15-7,東京都/葛飾区/細田/四丁目/１５番,139.8707,35.74432,5,7
セブンイレブン葛飾四つ木1丁目店,東京都葛飾区四つ木1－28－5,東京都/葛飾区/四つ木/一丁目/２８番,139.83461,35.73422,5,7
エーエムピーエム四つ木1丁目店,東京都葛飾区四つ木1－29－16,東京都/葛飾区/四つ木/一丁目/２９番,139.83492,35.73477,5,7
セブンイレブン四ツ木店,東京都葛飾区四ツ木4－5－10,東京都/葛飾区/四つ木/四丁目/５番,139.83316,35.7379,5,7
デーリーヤマザキ柴又店,東京都葛飾区柴又1-10-3,東京都/葛飾区/柴又/一丁目/１０番,139.87088,35.75599,5,7
ファミリーマート星野柴又一丁目店,東京都葛飾区柴又1-3-1,東京都/葛飾区/柴又/一丁目/３番,139.87062,35.75431,5,7
セブンイレブン柴又店,東京都葛飾区柴又2-22-19,東京都/葛飾区/柴又/二丁目/２２番,139.869,35.76065,5,7
セブンイレブン柴又駅前店,東京都葛飾区柴又4-11-10,東京都/葛飾区/柴又/四丁目/１１番,139.8759,35.75599,5,7
セブンイレブン葛飾柴又4丁目店,東京都葛飾区柴又4ー36ー10,東京都/葛飾区/柴又/四丁目/３６番,139.87849,35.75066,5,7
セブンイレブン葛飾小菅2丁目店,東京都葛飾区小菅2－21－12,東京都/葛飾区/小菅/二丁目/２１番,139.82736,35.7503,5,7
コミュニティ・ストア小菅山形屋店,東京都葛飾区小菅2-22-10,東京都/葛飾区/小菅/二丁目/２２番,139.82742,35.75106,5,7
ポプラ綾瀬駅前店,東京都葛飾区小菅4-12-3,東京都/葛飾区/小菅/四丁目/１２番,139.82671,35.76201,5,7
シマムラ,東京都葛飾区新宿2-6-9,東京都/葛飾区/新宿/二丁目/６番地,139.85551,35.7619,5,7
ファミリーマート葛飾新宿三丁目店,東京都葛飾区新宿3-17,東京都/葛飾区/新宿/三丁目/１７番,139.86473,35.75944,5,7
セブンイレブン葛飾内野店,東京都葛飾区新宿5-22-15,東京都/葛飾区/新宿/五丁目/２２番,139.86238,35.76639,5,7
（株）明治屋商店,東京都葛飾区新小岩1-27-2,東京都/葛飾区/新小岩/一丁目/２７番,139.85632,35.71556,5,7
エーエムピーエム新小岩駅前店,東京都葛飾区新小岩1-29-8,東京都/葛飾区/新小岩/一丁目/２９番,139.8577,35.71607,5,7
ファミリーマート新小岩駅南口店,東京都葛飾区新小岩1-48-8,東京都/葛飾区/新小岩/一丁目/４８番,139.85941,35.71627,5,7
ローソン新小岩平和橋通店,東京都葛飾区新小岩1-49-10,東京都/葛飾区/新小岩/一丁目/４９番,139.85988,35.71588,5,7
サンクス新小岩2丁目店,東京都葛飾区新小岩2-10-4,東京都/葛飾区/新小岩/二丁目/１０番,139.86119,35.71553,5,7
ローソン新小岩駅前店,東京都葛飾区新小岩2-2-26,東京都/葛飾区/新小岩/二丁目/２番,139.86102,35.71795,5,7
セブンイレブン南新小岩店,東京都葛飾区新小岩3-7-3,東京都/葛飾区/新小岩/三丁目/７番,139.86453,35.71526,5,7
セブンイレブン新小岩4丁目店,東京都葛飾区新小岩4－25－1,東京都/葛飾区/新小岩/四丁目/２５番,139.86508,35.7194,5,7
セブンイレブン葛飾西水元店,東京都葛飾区水元2-7-7,東京都/葛飾区/水元/二丁目/７番,139.85583,35.78557,5,7
セブンイレブン葛飾水元3丁目店,東京都葛飾区水元3ー17ー10,東京都/葛飾区/水元/三丁目/１７番,139.86511,35.78404,5,7
ローソン水元４丁目店,東京都葛飾区水元4-25-12,東京都/葛飾区/水元/四丁目/２５番,139.86479,35.78565,5,7
ひらのコンビニエンスストア,東京都葛飾区水元5-12-19,東京都/葛飾区/水元/五丁目/１２番,139.86139,35.78984,5,7
ファミリーマート西亀有二丁目店,東京都葛飾区西亀有2-43-12,東京都/葛飾区/西亀有/二丁目/４３番,139.83542,35.76018,5,7
エーエムピーエム葛飾西亀有2丁目店,東京都葛飾区西亀有2－9－7,東京都/葛飾区/西亀有/二丁目/９番,139.832,35.76038,5,7
サンシャイン,東京都葛飾区西新小岩1-2-7,東京都/葛飾区/西新小岩/一丁目/２番,139.85728,35.71726,5,7
ローソン西新小岩?丁目店,東京都葛飾区西新小岩1-3-4,東京都/葛飾区/西新小岩/一丁目/３番,139.85693,35.71754,5,7
セブンイレブン西新小岩店,東京都葛飾区西新小岩4-38-19,東京都/葛飾区/西新小岩/四丁目/３８番,139.8544,35.7215,5,7
ミニストップ西新小岩４丁目店,東京都葛飾区西新小岩4-39-21,東京都/葛飾区/西新小岩/四丁目/３９番,139.85524,35.72038,5,7
セブンイレブン葛飾西新小岩5丁目店,東京都葛飾区西新小岩5－17－26,東京都/葛飾区/西新小岩/五丁目/１７番,139.84763,35.72417,5,7
サンクス西新小岩店,東京都葛飾区西新小岩5丁目23-3,東京都/葛飾区/西新小岩/五丁目/２３番,139.85013,35.72577,5,7
ミニストップ西水元２丁目店,東京都葛飾区西水元2-21-16,東京都/葛飾区/西水元/二丁目/２１番,139.85249,35.786,5,7
スリーエイト西水元店,東京都葛飾区西水元3-27-3,東京都/葛飾区/西水元/三丁目/２７番,139.85075,35.78967,5,7
ファミリーマート西水元五丁目店,東京都葛飾区西水元5丁目1-12,東京都/葛飾区/西水元/五丁目/１番,139.85391,35.78315,5,7
セブンイレブン葛飾青戸3丁目店,東京都葛飾区青戸3－34－7,東京都/葛飾区/青戸/三丁目/３４番,139.85619,35.74678,5,7
デイリーヤマザキ青砥駅前店,東京都葛飾区青戸3-35-1,東京都/葛飾区/青戸/三丁目/３５番,139.85641,35.74665,5,7
ローソン青砥駅北口店,東京都葛飾区青戸3-38-1,東京都/葛飾区/青戸/三丁目/３８番,139.85564,35.74631,5,7
セブンイレブン葛飾青戸4丁目店,東京都葛飾区青戸4－27,東京都/葛飾区/青戸/四丁目/２７番,139.85114,35.75233,5,7
ファミリーマート青戸四丁目店,東京都葛飾区青戸4丁目7-17,東京都/葛飾区/青戸/四丁目/７番,139.84987,35.74825,5,7
セブンイレブン葛飾青戸5丁目店,東京都葛飾区青戸5－3－4,東京都/葛飾区/青戸/五丁目/３番,139.85356,35.74812,5,7
（資）碓井商店,東京都葛飾区青戸6-4-22,東京都/葛飾区/青戸/六丁目/４番,139.85667,35.74807,5,7
サンクス青戸環七店,東京都葛飾区青戸7-19-14,東京都/葛飾区/青戸/七丁目/１９番,139.85553,35.75294,5,7
ローソン青戸八丁目店,東京都葛飾区青戸8-3-8,東京都/葛飾区/青戸/八丁目/３番,139.85008,35.75612,5,7
ミニストップ金町駅北口店,東京都葛飾区東金町1-37-2,東京都/葛飾区/東金町/一丁目/３７番,139.87111,35.77076,5,7
セブンイレブン葛飾東金町2丁目店,東京都葛飾区東金町2ー4ー14,東京都/葛飾区/東金町/二丁目/４番,139.86743,35.77161,5,7
セブンイレブン東金町店,東京都葛飾区東金町3-17-11,東京都/葛飾区/東金町/三丁目/１７番,139.87296,35.7706,5,7
セブンイレブン葛飾東金町5丁目店,東京都葛飾区東金町5－37－14,東京都/葛飾区/東金町/五丁目/３７番,139.881,35.77765,5,7
サンクス葛飾橋店,東京都葛飾区東金町5丁目37-1,東京都/葛飾区/東金町/五丁目/３７番,139.881,35.77765,5,7
セブンイレブン東四つ木1丁目店,東京都葛飾区東四つ木1－21－6,東京都/葛飾区/東四つ木/一丁目/２１番,139.841,35.72937,5,7
ショップ＆ライフさとう,東京都葛飾区東四つ木2-11-23,東京都/葛飾区/東四つ木/二丁目/１１番,139.84352,35.72942,5,7
デーリーヤマザキ東四ツ木店,東京都葛飾区東四ツ木4-22-15,東京都/葛飾区/東四つ木/四丁目/２２番,139.83878,35.73281,5,7
ミニストップ東四つ木店,東京都葛飾区東四つ木4-47-6,東京都/葛飾区/東四つ木/四丁目/４７番,139.84262,35.73379,5,7
サンクス葛飾たつみ橋店,東京都葛飾区東新小岩1丁目4-5,東京都/葛飾区/東新小岩/一丁目/４番,139.85765,35.7192,5,7
サンクス東新小岩店,東京都葛飾区東新小岩3ー13ー4,東京都/葛飾区/東新小岩/三丁目/１３番,139.86259,35.72346,5,7
エーエムピーエム東新小岩4丁目店,東京都葛飾区東新小岩4－1－20,東京都/葛飾区/東新小岩/四丁目/１番,139.86009,35.72408,5,7
セブンイレブン葛飾東新小岩7丁目店,東京都葛飾区東新小岩7－32,東京都/葛飾区/東新小岩/七丁目/３２番,139.85721,35.72611,5,7
セブンイレブン平和橋通り東新小岩店,東京都葛飾区東新小岩7丁目7－8,東京都/葛飾区/東新小岩/七丁目/７番,139.85187,35.72456,5,7
ヤマザキショップマメウダ店,東京都葛飾区東水元1-6-2,東京都/葛飾区/東水元/一丁目/６番,139.86794,35.77795,5,7
セブンイレブン葛飾東堀切1丁目店,東京都葛飾区東堀切1－18－6,東京都/葛飾区/東堀切/一丁目/１８番,139.83539,35.75043,5,7
コミュニティ・ストア東堀切エガワ店,東京都葛飾区東堀切1-20-16,東京都/葛飾区/東堀切/一丁目/２０番,139.83655,35.74956,5,7
セブンイレブン東堀切3丁目店,東京都葛飾区東堀切3－13－3,東京都/葛飾区/東堀切/三丁目/１３番,139.83607,35.75508,5,7
セブンイレブン葛飾東立石1丁目店,東京都葛飾区東立石1－3－6,東京都/葛飾区/東立石/一丁目/３番,139.84622,35.73073,5,7
ゼットワン立石キクヤ,東京都葛飾区東立石4-16-11,東京都/葛飾区/東立石/四丁目/１６番,139.85056,35.73368,5,7
セブンイレブン葛飾東立石4丁目店,東京都葛飾区東立石4－55－4,東京都/葛飾区/東立石/四丁目/５５番,139.84814,35.7366,5,7
セブンイレブンにいじゅく店,東京都葛飾区南水元1-30-13,東京都/葛飾区/南水元/一丁目/３０番,139.86185,35.77599,5,7
サンクス葛飾水元店,東京都葛飾区南水元2丁目21-11,東京都/葛飾区/南水元/二丁目/２１番,139.85777,35.77959,5,7
ローソン水元中央通店,東京都葛飾区南水元4-11-20,東京都/葛飾区/南水元/四丁目/１１番,139.86282,35.78008,5,7
ミニストップ南水元４丁目店,東京都葛飾区南水元4-26-29,東京都/葛飾区/南水元/四丁目/２６番,139.86667,35.77884,5,7
ローソン南水元四丁目店,東京都葛飾区南水元4-27-7,東京都/葛飾区/南水元/四丁目/２７番,139.86687,35.7798,5,7
セブンイレブン白鳥1丁目駅前通り店,東京都葛飾区白鳥1－4－2,東京都/葛飾区/白鳥/一丁目/４番,139.84172,35.74617,5,7
セブンイレブン葛飾白鳥店,東京都葛飾区白鳥2-3-3,東京都/葛飾区/白鳥/二丁目/３番,139.84314,35.74978,5,7
ファミリーマート伊勢元白鳥店,東京都葛飾区白鳥3-6-12,東京都/葛飾区/白鳥/三丁目/６番,139.84575,35.75013,5,7
セブンイレブン葛飾宝町1丁目店,東京都葛飾区宝町1丁目1－8,東京都/葛飾区/宝町/一丁目/１番,139.83699,35.73982,5,7
ローソンお花茶屋店,東京都葛飾区宝町2-34-13,東京都/葛飾区/宝町/二丁目/３４番,139.8394,35.74651,5,7
スリーエイト堀切店,東京都葛飾区堀切2-22-19,東京都/葛飾区/堀切/二丁目/２２番,139.82744,35.74218,5,7
ローソン堀切店,東京都葛飾区堀切2-65-17,東京都/葛飾区/堀切/二丁目/６５番,139.83127,35.74307,5,7
ミニストップ堀切菖蒲園店,東京都葛飾区堀切3-6-1,東京都/葛飾区/堀切/三丁目/６番,139.82747,35.74688,5,7
セブンイレブン葛飾堀切4丁目店,東京都葛飾区堀切4ー7,東京都/葛飾区/堀切/四丁目/７番,139.82527,35.74583,5,7
ＫＣＳしのはら,東京都葛飾区堀切5-7-1,東京都/葛飾区/堀切/五丁目/７番,139.82838,35.74805,5,7
ファミリーマート堀切六丁目店,東京都葛飾区堀切6-11-20,東京都/葛飾区/堀切/六丁目/１１番,139.83163,35.75153,5,7
スリーエフ葛飾堀切7丁目店,東京都葛飾区堀切7-22-28,東京都/葛飾区/堀切/七丁目/２２番,139.83115,35.75544,5,7
セブンイレブン堀切7丁目店,東京都葛飾区堀切7－32－5,東京都/葛飾区/堀切/七丁目/３２番,139.8282,35.75584,5,7
ミニストップ堀切８丁目店,東京都葛飾区堀切8-23-25,東京都/葛飾区/堀切/八丁目/２３番,139.83038,35.75736,5,7
サンクス立石3丁目店,東京都葛飾区立石3-1-2,東京都/葛飾区/立石/三丁目/１番,139.84346,35.7375,5,7
セブンイレブン葛飾立石3丁目店,東京都葛飾区立石3－5－6,東京都/葛飾区/立石/三丁目/５番,139.84283,35.73927,5,7
セブンイレブン葛飾立石4丁目店,東京都葛飾区立石4ー33ー7,東京都/葛飾区/立石/四丁目/３３番,139.84856,35.74111,5,7
ミニストップ立石５丁目店,東京都葛飾区立石5-11-22,東京都/葛飾区/立石/五丁目/１１番,139.84628,35.74245,5,7
ファミリーマート立石五丁目店,東京都葛飾区立石5-18-1,東京都/葛飾区/立石/五丁目/１８番,139.84438,35.74467,5,7
セブンイレブン葛飾立石5丁目店,東京都葛飾区立石5丁目4－7,東京都/葛飾区/立石/五丁目/４番,139.84427,35.7437,5,7
エーエムピーエム葛飾立石6丁目店,東京都葛飾区立石6－34－15,東京都/葛飾区/立石/六丁目/３４番,139.85298,35.74225,5,7
ローソン立石八丁目店,東京都葛飾区立石8-43-8,東京都/葛飾区/立石/八丁目/４３番,139.85715,35.73986,5,7
ファミリーマート一之江三丁目店,東京都江戸川区一之江3-1-17,東京都/江戸川区/一之江/三丁目/１番,139.8847,35.68598,5,7
（有）岩楯商店,東京都江戸川区一之江6-20-6,東京都/江戸川区/一之江/六丁目/２０番,139.87862,35.69014,5,7
セブンイレブン江戸川一之江7丁目店,東京都江戸川区一之江7－13－28,東京都/江戸川区/一之江/七丁目/１３番,139.87711,35.68634,5,7
セブンイレブン一之江駅環七通り店,東京都江戸川区一之江7－34－10,東京都/江戸川区/一之江/七丁目/３４番,139.88246,35.68679,5,7
ファミリーマート春江町四丁目店,東京都江戸川区一之江7-65-20,東京都/江戸川区/一之江/七丁目/６５番,139.87602,35.6835,5,7
ファミリーマート一之江七丁目店,東京都江戸川区一之江7-81-2 -101,東京都/江戸川区/一之江/七丁目/８１番,139.88036,35.6852,5,7
ローソン一之江駅前店,東京都江戸川区一之江8-17-12,東京都/江戸川区/一之江/八丁目/１７番,139.88344,35.68668,5,7
セブンイレブン江戸川興宮町店,東京都江戸川区興宮町5ー6,東京都/江戸川区/興宮町/５番,139.87546,35.7217,5,7
ファミリーマート須賀江戸川二丁目店,東京都江戸川区江戸川2-6-2,東京都/江戸川区/江戸川/二丁目/６番地,139.90254,35.68671,5,7
